run_id,prob,algo,seed,pop_size,w,c1,c2,best,n_evals,time
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.0871041835390969,390,0.057110900000000075
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.0871041835390969,395,0.057785500000000045
2,Rastrigin,PSO_0,2,5,0.4,2,2,1.0871041835390969,400,0.058457699999999946
3,Rastrigin,PSO_1,0,5,0.9,2,2,58.51037407974401,5,0.0
3,Rastrigin,PSO_1,0,5,0.9,2,2,58.29163443328292,10,0.0008681999999999856
3,Rastrigin,PSO_1,0,5,0.9,2,2,39.31642121173576,15,0.0017609000000000652
3,Rastrigin,PSO_1,0,5,0.9,2,2,36.34120799018858,20,0.002519300000000113
3,Rastrigin,PSO_1,0,5,0.9,2,2,36.34120799018858,25,0.0031993999999999634
3,Rastrigin,PSO_1,0,5,0.9,2,2,36.34120799018858,30,0.003880099999999942
3,Rastrigin,PSO_1,0,5,0.9,2,2,36.34120799018858,35,0.004568499999999975
3,Rastrigin,PSO_1,0,5,0.9,2,2,19.73032446252569,40,0.0052970999999999435
3,Rastrigin,PSO_1,0,5,0.9,2,2,19.73032446252569,45,0.006008500000000083
3,Rastrigin,PSO_1,0,5,0.9,2,2,19.73032446252569,50,0.0067486000000001045
3,Rastrigin,PSO_1,0,5,0.9,2,2,15.696069597879628,55,0.007445600000000052
3,Rastrigin,PSO_1,0,5,0.9,2,2,15.696069597879628,60,0.008112700000000084
3,Rastrigin,PSO_1,0,5,0.9,2,2,15.696069597879628,65,0.008781300000000103
3,Rastrigin,PSO_1,0,5,0.9,2,2,9.674379022563958,70,0.009450200000000075
3,Rastrigin,PSO_1,0,5,0.9,2,2,5.564484796926923,75,0.010117000000000154
3,Rastrigin,PSO_1,0,5,0.9,2,2,5.564484796926923,80,0.01078519999999994
3,Rastrigin,PSO_1,0,5,0.9,2,2,5.564484796926923,85,0.011453799999999958
3,Rastrigin,PSO_1,0,5,0.9,2,2,5.564484796926923,90,0.012112300000000076
3,Rastrigin,PSO_1,0,5,0.9,2,2,5.564484796926923,95,0.01278440000000014
3,Rastrigin,PSO_1,0,5,0.9,2,2,5.564484796926923,100,0.013450300000000137
3,Rastrigin,PSO_1,0,5,0.9,2,2,5.564484796926923,105,0.014155400000000151
3,Rastrigin,PSO_1,0,5,0.9,2,2,5.564484796926923,110,0.014824200000000065
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,115,0.015489500000000156
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,120,0.016466400000000103
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,125,0.017751900000000154
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,130,0.018587600000000037
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,135,0.019353399999999965
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,140,0.020043299999999986
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,145,0.020731100000000113
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,150,0.021454899999999943
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,155,0.022136900000000015
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,160,0.022821800000000003
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,165,0.023488399999999965
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,170,0.024150600000000022
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,175,0.024828400000000084
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,180,0.025492300000000023
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,185,0.026157500000000056
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,190,0.0268872
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,195,0.02756920000000007
3,Rastrigin,PSO_1,0,5,0.9,2,2,3.619951329272297,200,0.0282289
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,205,0.02889810000000015
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,210,0.029603500000000116
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,215,0.030270200000000136
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,220,0.030936500000000144
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,225,0.03159970000000012
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,230,0.032783100000000065
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,235,0.034397299999999964
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,240,0.03519490000000003
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,245,0.035929199999999994
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,250,0.03662619999999994
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,255,0.03734229999999994
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,260,0.03815809999999997
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,265,0.03889940000000003
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,270,0.03956840000000006
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,275,0.04023090000000007
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,280,0.040892300000000104
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,285,0.04155730000000002
3,Rastrigin,PSO_1,0,5,0.9,2,2,2.5149582009783416,290,0.04221129999999995
